5.100197864636724603e+02,7.458390730982604282e+02
7.398653014293754495e+02,1.005638749159648683e+03
8.721124566037566410e+02,8.276268408670258623e+02
4.534578477838664980e+02,7.694434295913879396e+02
6.549397304457623932e+02,6.367979190953667512e+02
1.208139573707823502e+03,5.523066272779243491e+02
7.127802627220544309e+02,7.303160675304202414e+02
9.712376854047406596e+02,8.825773259555029426e+02
1.208141046474155928e+03,7.952545516126489247e+02
8.327381058298392418e+02,9.626056484454899191e+02
9.621349008277747998e+02,7.745299105085867950e+02
8.534868651171956344e+02,9.129978394835685549e+02
9.804874514159973842e+02,9.618935689704239849e+02
1.282583358163334651e+03,6.243483334194453391e+02
9.872350222935087913e+02,7.716730608057619065e+02
6.804572530930888661e+02,1.158942982503673193e+03
9.170490735703888276e+02,8.003863734122884352e+02
8.511187983121037632e+02,7.698591908382297788e+02
7.268177095749256296e+02,7.775754625974021792e+02
1.002873537720782110e+03,8.564044495617130224e+02
