9.517375496886409110e+02,9.844355628282446560e+02
1.103228338960328756e+03,1.127067151299933130e+03
1.204146348876116463e+03,1.106814605874448716e+03
1.130037004606753044e+03,7.011155262642345178e+02
8.897513940621128086e+02,9.055995234976031725e+02
1.119050931305469703e+03,7.917362008934427422e+02
1.166890609807243663e+03,6.009023684617956178e+02
8.052571638296782339e+02,1.063629452088486232e+03
9.793781285067118461e+02,8.527557073566189274e+02
8.631622199259468289e+02,1.009712936468956968e+03
1.109723414532501238e+03,9.069337798716852603e+02
8.909989725324447818e+02,9.118292799538671716e+02
1.132680669884081681e+03,6.434610677712311144e+02
1.204716657625928292e+03,1.087348366901056579e+03
1.131384351970058560e+03,1.090451843217770147e+03
1.058767650288310506e+03,9.496670693093393538e+02
9.105354216695623109e+02,7.523077791391357323e+02
7.503280457710388873e+02,9.286345629794257093e+02
1.055112836918655375e+03,8.756322901291927110e+02
9.316233233597217804e+02,7.403452205059056723e+02
