1.009185577954140513e+03,1.075959330745137322e+03
1.046875773341175773e+03,1.083949919469186852e+03
1.019830957298462863e+03,1.239148790655563062e+03
9.896118650536458290e+02,8.763166018429619726e+02
8.167220779767536669e+02,7.841986630699364014e+02
1.078422587464003755e+03,1.064069162765889814e+03
9.596551907687731955e+02,1.037709531084090941e+03
9.574880170767676191e+02,1.168736583992241322e+03
1.179558050072522065e+03,9.774075349898488412e+02
8.858099826296834181e+02,9.243456525642279757e+02
1.058273305128190259e+03,8.068356528802140701e+02
1.011932298913173327e+03,1.097820733079026695e+03
9.329527043516433196e+02,9.458490104701064638e+02
1.099823495818748597e+03,6.110402540682894141e+02
1.169481782905849286e+03,1.068792991788399377e+03
1.080345111699271911e+03,1.120349998837732528e+03
1.120604581561981604e+03,1.004923370026528573e+03
9.697119732136731045e+02,1.024227688377859749e+03
1.037201231386583231e+03,1.105494466977068669e+03
1.240207510313412058e+03,1.036092758164402994e+03
