7.687311429643311840e+02,7.738174781911471882e+02
9.091592050089000168e+02,8.108445080057992982e+02
5.582909843878003358e+02,7.137834390521096566e+02
7.870726900005990956e+02,7.830469392230771746e+02
7.350109970042707346e+02,5.642147364617312633e+02
6.998500206374458230e+02,7.067402631458522819e+02
8.077875899324209286e+02,5.640284542725197525e+02
3.890170173741172448e+02,9.672438442648378896e+02
6.559077557577159041e+02,6.740309201244559745e+02
7.656358974221175231e+02,8.300320952764363938e+02
9.091592209917394030e+02,6.298972431348137206e+02
7.053934505751038841e+02,7.167097452987750330e+02
6.758713108049230414e+02,5.287266857596714544e+02
6.391790914901681617e+02,4.146323343977185800e+02
5.637449364461766663e+02,6.219969892075075677e+02
5.978239858832196205e+02,4.647108300045581473e+02
7.218245755947323232e+02,7.271258087519570381e+02
6.986878540180905475e+02,6.469223042034853961e+02
5.625716520198565149e+02,7.609069347984997194e+02
8.158846903424378070e+02,7.772110794111835048e+02
