1.090342955796650358e+03,1.115167627189813857e+03
1.013720150856827217e+03,1.194709098649916996e+03
1.008072067742614536e+03,1.309122271594644417e+03
1.297749698913484963e+03,1.035540620588458751e+03
1.011016815685193251e+03,1.230898791863099405e+03
1.152484109092063136e+03,1.298785432695504369e+03
1.276765765284307918e+03,1.265383481626248567e+03
1.528339410140942391e+03,9.789543444910968901e+02
9.726420241283981341e+02,1.024798559765291657e+03
1.294872887636945734e+03,1.216554099077563251e+03
1.128798878931468153e+03,1.179379259972512955e+03
1.181673009787586125e+03,1.293583645421897700e+03
1.513965971479866539e+03,1.042470467244773317e+03
1.503212663994864670e+03,1.131613015997952971e+03
8.922733651589953752e+02,1.282708605841392227e+03
1.120385621023394833e+03,1.181636067583739759e+03
1.207908128311234350e+03,1.205805005687631137e+03
1.141867052147558979e+03,1.240734390686885490e+03
1.254643811794545172e+03,1.006763897283276833e+03
1.156874670420058010e+03,1.132904800989977957e+03
