1.144001661232548486e+03,1.394264377879524545e+03
1.379991098785653548e+03,1.300559699922975824e+03
1.398022259070323344e+03,1.774740384500391656e+03
1.192326184139427141e+03,1.384102380274010557e+03
1.170035118853254289e+03,1.172743948254429142e+03
1.428654442880403394e+03,1.363123709289136741e+03
1.283357873856755305e+03,1.312157948722265473e+03
1.238258742305794158e+03,1.010535953575334361e+03
1.013229467422084326e+03,1.534314142848219717e+03
1.430935572816907552e+03,1.218579135035572108e+03
1.366573223436590069e+03,1.386159950735574512e+03
1.184800219379703776e+03,1.055043561210796952e+03
1.790369544071784048e+03,1.173217981938419598e+03
1.045949599250045139e+03,1.380243629164043796e+03
3.190099899811445425e+02,1.847465628143471349e+03
1.246380210750949800e+03,1.280385145281386713e+03
1.171181961977381889e+03,1.219128730102071131e+03
1.286601956438379375e+03,9.532303761120709851e+02
9.907895679267132891e+02,1.119830104652936598e+03
1.424754737251960250e+03,1.395436391453835995e+03
