6.682326478590407532e+02,3.708788181715993346e+02
5.287022009267885778e+02,4.555998057561736800e+02
5.032836338572971044e+02,4.939267591196883131e+02
4.660429361519413760e+02,5.362673239309536939e+02
4.300236373024741283e+02,4.967039395352758220e+02
5.270230896439099979e+02,5.152241498826831503e+02
4.954658472211210096e+02,4.866778511755852037e+02
5.836587493795946102e+02,4.930378471057453567e+02
5.051364869898617940e+02,5.213137896909854589e+02
5.408601853516436222e+02,4.904647978641698387e+02
4.625783607195700142e+02,5.140741165412098326e+02
5.507263033072490543e+02,4.029447440396858724e+02
4.867761267521029822e+02,4.760076262519178840e+02
5.261774380899075823e+02,4.715344626313049048e+02
5.077453883786441224e+02,4.554530348609685007e+02
4.807397500940558643e+02,5.727064830336692012e+02
5.194868861292789006e+02,5.514895913209403489e+02
4.740267815144140968e+02,4.531939641095836464e+02
6.246997912160528585e+02,4.381151657552043162e+02
6.246994935778981244e+02,3.979854570480100620e+02
