9.235890379944004280e+02,9.789778708010736636e+02
9.022747632975065244e+02,9.390491762680261445e+02
1.360311829605223011e+03,8.693541345389295429e+02
9.832142040093143578e+02,9.647407290515224076e+02
9.710276952743282664e+02,8.149953962389097342e+02
1.053849845484422531e+03,1.174270980057917996e+03
7.240706325233251164e+02,9.440074779073841000e+02
9.545390379442438871e+02,1.162316999949397996e+03
8.918539279056467421e+02,5.889812679216159950e+02
7.195415512346128253e+02,1.018958828890778932e+03
8.163868984253065264e+02,9.304067146156651233e+02
7.898121737135354579e+02,1.047049630421196298e+03
1.007194750354120515e+03,9.800598099411633939e+02
7.493315737934726712e+02,1.361210667106558276e+03
9.854040311076039416e+02,1.283536722531062878e+03
9.715158033759204272e+02,9.888007986128683342e+02
7.517805719886681572e+02,9.473551268982570264e+02
8.303307503393129991e+02,8.434448164427019492e+02
1.034835783228549417e+03,8.869672256779336976e+02
1.133990140941770278e+03,1.107232228179548656e+03
