8.084295414547590326e+02,7.558468371763041205e+02
6.623373101688970337e+02,9.888336313607029524e+02
8.852383443897873576e+02,9.059560214534857323e+02
7.044260703838365316e+02,7.818665551385274739e+02
1.001398367743096401e+03,8.695879356271053666e+02
7.764026796248011806e+02,9.292884934455230450e+02
6.571950141236803802e+02,1.053462230162550668e+03
6.922017235988525954e+02,8.587697639969057946e+02
7.280365490086367117e+02,7.309053964266504408e+02
8.100308180263343729e+02,8.139115220184605732e+02
8.790074579038619049e+02,8.461050429536054480e+02
9.971958101410209565e+02,8.302333140510985459e+02
1.031621885458227780e+03,8.054457039280241588e+02
8.560825279321405787e+02,8.690243865418324276e+02
9.179942237094984421e+02,8.164686915342911107e+02
8.469702341450574750e+02,8.605552940244531328e+02
7.407438086873003158e+02,9.676515945916770534e+02
1.257252869681105494e+03,4.583041437063236572e+02
9.548572787681649743e+02,1.184333110152430208e+03
1.255159223087730879e+03,5.970366123445350013e+02
