9.144781465415912862e+02,8.942543797872939422e+02
1.136255451680760643e+03,9.798449952607701334e+02
9.976884482898827855e+02,9.815554739739961860e+02
9.028183205808542198e+02,9.669309091706448953e+02
1.142565190771739026e+03,1.011277601910417047e+03
1.326480629863829563e+03,8.402323757265954782e+02
1.033567914692404202e+03,6.380342040925962692e+02
1.099340676587980170e+03,7.623277576931189969e+02
1.002451545651460833e+03,8.130970484903904207e+02
9.520180043181671863e+02,9.723681781679026699e+02
1.053112573547650527e+03,1.077048081383911267e+03
8.105819834289467281e+02,1.406857739779426538e+03
9.360208419960260926e+02,1.123173486034251937e+03
9.348202235200328687e+02,1.103605401626419962e+03
1.127614286587470588e+03,1.198725640383912378e+03
9.715971985476128339e+02,1.059704289497351965e+03
9.472506323961815724e+02,9.548564726630876294e+02
1.029563897750902697e+03,1.106009969875068919e+03
1.326480587309666134e+03,8.233327817316639994e+02
1.174603145829503774e+03,1.111438971404573749e+03
